"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"20150615_Yeast_QC_9_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_QC_9_NEG"	"20150615_Yeast_QC_9_NEG.raw"	"Data transformation"	""	"20150615_Yeast_QC_9_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_6_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_6_1_NEG"	"20150615_Yeast_6_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_6_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_6_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_6_2_NEG"	"20150615_Yeast_6_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_6_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_7_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_7_1_NEG"	"20150615_Yeast_7_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_7_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_7_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_7_2_NEG"	"20150615_Yeast_7_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_7_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_8_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_8_1_NEG"	"20150615_Yeast_8_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_8_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_8_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_8_2_NEG"	"20150615_Yeast_8_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_8_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_9_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_9_1_NEG"	"20150615_Yeast_9_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_9_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_9_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_9_2_NEG"	"20150615_Yeast_9_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_9_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_10_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_10_1_NEG"	"20150615_Yeast_10_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_10_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_10_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_10_2_NEG"	"20150615_Yeast_10_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_10_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_QC_10_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_QC_10_NEG"	"20150615_Yeast_QC_10_NEG.raw"	"Data transformation"	""	"20150615_Yeast_QC_10_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_11_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_11_1_NEG"	"20150615_Yeast_11_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_11_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_11_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_11_2_NEG"	"20150615_Yeast_11_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_11_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_12_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_12_1_NEG"	"20150615_Yeast_12_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_12_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_12_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_12_2_NEG"	"20150615_Yeast_12_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_12_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_13_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_13_1_NEG"	"20150615_Yeast_13_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_13_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_13_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_13_2_NEG"	"20150615_Yeast_13_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_13_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_14_1_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_14_1_NEG"	"20150615_Yeast_14_1_NEG.raw"	"Data transformation"	""	"20150615_Yeast_14_1_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150615_Yeast_14_2_NEG"	"Sample collection"	"methanol/water"	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"negative"	"50-1200"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150615_Yeast_14_2_NEG"	"20150615_Yeast_14_2_NEG.raw"	"Data transformation"	""	"20150615_Yeast_14_2_NEG.raw"	"Metabolite identification"	""	"m_NegMet_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
