"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"fat_CW-f1_H1717"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f1_H1717"	"lcms_positive_fat_CW-f1_H1717.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f20_H1950"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f20_H1950"	"lcms_positive_fat_CW-f20_H1950.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f21_H1955"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f21_H1955"	"lcms_positive_fat_CW-f21_H1955.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f23_H1957"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f23_H1957"	"lcms_positive_fat_CW-f23_H1957.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f24_H1961"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f24_H1961"	"lcms_positive_fat_CW-f24_H1961.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f25_H1962"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f25_H1962"	"lcms_positive_fat_CW-f25_H1962.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f26_H1980"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f26_H1980"	"lcms_positive_fat_CW-f26_H1980.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f27_H1981"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f27_H1981"	"lcms_positive_fat_CW-f27_H1981.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f28_H2002"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f28_H2002"	"lcms_positive_fat_CW-f28_H2002.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f29_H2016"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f29_H2016"	"lcms_positive_fat_CW-f29_H2016.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f2_H1784"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f2_H1784"	"lcms_positive_fat_CW-f2_H1784.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f30_H2017"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f30_H2017"	"lcms_positive_fat_CW-f30_H2017.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f31_H2027"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f31_H2027"	"lcms_positive_fat_CW-f31_H2027.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f32_H2051"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f32_H2051"	"lcms_positive_fat_CW-f32_H2051.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f34_H2056"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f34_H2056"	"lcms_positive_fat_CW-f34_H2056.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f35_H2060"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f35_H2060"	"lcms_positive_fat_CW-f35_H2060.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f36_H2061"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f36_H2061"	"lcms_positive_fat_CW-f36_H2061.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
"fat_CW-f37_H2063"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"70-1700"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"fat_CW-f37_H2063"	"lcms_positive_fat_CW-f37_H2063.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv"
