"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"PS_caco2_aneroctrl_P_88_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_88_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_88_1"	"PS_caco2_aneroctrl_P_88_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_88_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_88_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_88_2"	"PS_caco2_aneroctrl_P_88_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_13_Coculture_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_13_Coculture_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_13_Coculture_1"	"KG_Caco2_P_13_Coculture_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_13_Coculture_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_13_Coculture_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_13_Coculture_2"	"KG_Caco2_P_13_Coculture_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_14_Coculture_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_14_Coculture_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_14_Coculture_1"	"KG_Caco2_P_14_Coculture_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_14_Coculture_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_14_Coculture_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_14_Coculture_2"	"KG_Caco2_P_14_Coculture_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_15_Coculture_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_15_Coculture_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_15_Coculture_1"	"KG_Caco2_P_15_Coculture_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Caco2_P_15_Coculture_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Caco2_P_15_Coculture_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Caco2_P_15_Coculture_2"	"KG_Caco2_P_15_Coculture_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_56_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_56_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_56_1"	"PS_caco2_aneroctrl_P_56_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_56_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_56_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_56_2"	"PS_caco2_aneroctrl_P_56_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_87_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_87_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_87_1"	"PS_caco2_aneroctrl_P_87_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_87_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_87_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_87_2"	"PS_caco2_aneroctrl_P_87_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_88_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_88_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_88_1"	"PS_caco2_aneroctrl_P_88_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PS_caco2_aneroctrl_P_88_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"PS_caco2_aneroctrl_P_88_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"PS_caco2_aneroctrl_P_88_2"	"PS_caco2_aneroctrl_P_88_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Bac_P_5_anaeroLGG_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Bac_P_5_anaeroLGG_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Bac_P_5_anaeroLGG_1"	"KG_Bac_P_5_anaeroLGG_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Bac_P_5_anaeroLGG_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Bac_P_5_anaeroLGG_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Bac_P_5_anaeroLGG_2"	"KG_Bac_P_5_anaeroLGG_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Bac_P_6_anaeroLGG_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Bac_P_6_anaeroLGG_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Bac_P_6_anaeroLGG_1"	"KG_Bac_P_6_anaeroLGG_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Bac_P_6_anaeroLGG_2"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Bac_P_6_anaeroLGG_2"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Bac_P_6_anaeroLGG_2"	"KG_Bac_P_6_anaeroLGG_2.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"KG_Bac_P_7_anaeroLGG_1"	"Extraction"	"pyridine/methoxyamine hydrochloride/MSTFA"	"sylilation"	"KG_Bac_P_7_anaeroLGG_1"	"Chromatography"	"Agilent 7890A GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"DB-35ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"medium polarity"	"5 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"KG_Bac_P_7_anaeroLGG_1"	"KG_Bac_P_7_anaeroLGG_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_humix_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
