"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"LD10_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"LD10_Pos"	"LD10_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"B01_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"B01_Pos"	"B01_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"B02_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"B02_Pos"	"B02_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"XB01_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"XB01_Pos"	"XB01_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"XB02_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"XB02_Pos"	"XB02_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"XB03_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"XB03_Pos"	"XB03_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"XB04_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"XB04_Pos"	"XB04_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC01_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC01_Pos"	"QC01_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC02_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC02_Pos"	"QC02_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC04_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC04_Pos"	"QC04_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC05_Pos"	"Extraction"	"60 µL 4:1 methanol:water containing 0.25% formic acid"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC05_Pos"	"QC05_Pos.zip"	"Data transformation"	"IguchiPos_80SF_RAW"	"IguchiPos_80SF_RAW.csv"	""	"IguchiPos_80SF_norm_knn"	"IguchiPos_80SF_norm_knn.csv"	""	"IguchiPos_80SF_norm_knn_glog"	"IguchiPos_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_pos_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
