"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Pro_11"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_11"	"mtab_chisholm_tsq_ProccR1_88.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_12"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_12"	"mtab_chisholm_tsq_ProccR1_120.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_13"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_13"	"mtab_chisholm_tsq_ProccR1_73.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_14"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_14"	"mtab_chisholm_tsq_ProccR1_135.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_15"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_15"	"mtab_chisholm_tsq_ProccR1_79.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_16"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_16"	"mtab_chisholm_tsq_ProccR1_130.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_17"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_17"	"mtab_chisholm_tsq_ProccR1_78.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_18"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_18"	"mtab_chisholm_tsq_ProccR1_122.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_19"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_19"	"mtab_chisholm_tsq_ProccR1_81.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_20"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_20"	"mtab_chisholm_tsq_ProccR1_137.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_21"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_21"	"mtab_chisholm_tsq_ProccR1_87.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_22"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_22"	"mtab_chisholm_tsq_ProccR1_119.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_23"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_23"	"mtab_chisholm_tsq_ProccR1_90.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_24"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_24"	"mtab_chisholm_tsq_ProccR1_134.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_25"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_25"	"mtab_chisholm_tsq_ProccR1_84.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_26"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_26"	"mtab_chisholm_tsq_ProccR1_131.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_27"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_27"	"mtab_chisholm_tsq_ProccR1_86.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_28"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_28"	"mtab_chisholm_tsq_ProccR1_125.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_29"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_29"	"mtab_chisholm_tsq_ProccR1_85.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
"Pro_30"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 µg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"Thermo Scientific Accela Open Autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"SRM"	"Thermo Scientific TSQ Vantage"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Pro_30"	"mtab_chisholm_tsq_ProccR1_136.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls567_POS_LC_mass_spectrometry_v2_maf.tsv"
