"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[Metabolite source]"	"Term Source REF"	"Term Accession Number"	"Sample Name"	"Factor Value[Compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_29"	"D-mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_31"	"sodium diclofenac"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_33"	"monuron"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_35"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_37"	"control 1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_39"	"D-mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_41"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_43"	"nifedipine"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_45"	"potassium bromate"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_47"	"nifedipine"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_49"	"sodium diclofenac"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_51"	"ochratoxin A"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_53"	"D-mannitol"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_55"	"D-mannitol"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_57"	"ochratoxin A"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_59"	"control 1"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_61"	"ochratoxin A"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_63"	"sodium diclofenac"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_65"	"control 2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_67"	"control 1"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_69"	"nifedipine"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_71"	"nifedipine"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_73"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_75"	"sodium diclofenac"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_77"	"sodium diclofenac"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_79"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_81"	"control 2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_83"	"ochratoxin A"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_85"	"ochratoxin A"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_87"	"control 2"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_89"	"D-mannitol"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_91"	"nifedipine"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_93"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_95"	"D-mannitol"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_97"	"sodium diclofenac"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_99"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_101"	"D-mannitol"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_103"	"blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	""	""	"0"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_105"	"control 2"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_107"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_109"	"ochratoxin A"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_111"	"potassium bromate"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_113"	"control 1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_115"	"control 2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_117"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_119"	"control 2"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_121"	"monuron"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_123"	"control 1"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_125"	"control 2"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_127"	"control 1"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_129"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_131"	"D-mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
