"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Apparent metabolisable energy]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of starch]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of lipids]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of nitrogen]"	"Unit"	"Term Source REF"	"Term Accession Number"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-59"	"2167.47"	"kcal/kg"	""	""	"Female"	""	""	"93.49"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"23.208"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"69.253"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-5"	"2257.46"	"kcal/kg"	""	""	"Female"	""	""	"96.763"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"32.318"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"69.655"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-5"	"2257.46"	"kcal/kg"	""	""	"Female"	""	""	"96.763"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"32.318"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"69.655"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-5"	"2257.46"	"kcal/kg"	""	""	"Female"	""	""	"96.763"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"32.318"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"69.655"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-33"	"2357.22"	"kcal/kg"	""	""	"Male"	""	""	"93.894"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"20.064"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.786"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-33"	"2357.22"	"kcal/kg"	""	""	"Male"	""	""	"93.894"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"20.064"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.786"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-21"	"2383.93"	"kcal/kg"	""	""	"Female"	""	""	"88.407"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"11.766"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.046"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-21"	"2383.93"	"kcal/kg"	""	""	"Female"	""	""	"88.407"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"11.766"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.046"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-21"	"2383.93"	"kcal/kg"	""	""	"Female"	""	""	"88.407"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"11.766"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.046"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-11"	"2465.34"	"kcal/kg"	""	""	"Female"	""	""	"98.092"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"33.298"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"68.674"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-11"	"2465.34"	"kcal/kg"	""	""	"Female"	""	""	"98.092"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"33.298"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"68.674"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-11"	"2465.34"	"kcal/kg"	""	""	"Female"	""	""	"98.092"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"33.298"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"68.674"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-55"	"2503.05"	"kcal/kg"	""	""	"Male"	""	""	"85.928"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"46.755"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"65.867"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-55"	"2503.05"	"kcal/kg"	""	""	"Male"	""	""	"85.928"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"46.755"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"65.867"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-55"	"2503.05"	"kcal/kg"	""	""	"Male"	""	""	"85.928"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"46.755"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"65.867"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-27"	"2503.56"	"kcal/kg"	""	""	"Male"	""	""	"93.272"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"31.087"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.335"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-27"	"2503.56"	"kcal/kg"	""	""	"Male"	""	""	"93.272"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"31.087"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.335"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-27"	"2503.56"	"kcal/kg"	""	""	"Male"	""	""	"93.272"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"31.087"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.335"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-37"	"2517.51"	"kcal/kg"	""	""	"Female"	""	""	"95.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"13.393"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.146"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-37"	"2517.51"	"kcal/kg"	""	""	"Female"	""	""	"95.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"13.393"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.146"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-37"	"2517.51"	"kcal/kg"	""	""	"Female"	""	""	"95.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"13.393"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.146"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-51"	"2594.54"	"kcal/kg"	""	""	"Female"	""	""	"91.83"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"17.158"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.76"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-51"	"2594.54"	"kcal/kg"	""	""	"Female"	""	""	"91.83"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"17.158"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.76"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-51"	"2594.54"	"kcal/kg"	""	""	"Female"	""	""	"91.83"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"17.158"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.76"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-39"	"2611.65"	"kcal/kg"	""	""	"Male"	""	""	"97.241"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"37.312"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.958"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-39"	"2611.65"	"kcal/kg"	""	""	"Male"	""	""	"97.241"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"37.312"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.958"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-39"	"2611.65"	"kcal/kg"	""	""	"Male"	""	""	"97.241"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"37.312"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.958"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-12"	"2638.09"	"kcal/kg"	""	""	"Female"	""	""	"91.322"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"30.432"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.675"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-12"	"2638.09"	"kcal/kg"	""	""	"Female"	""	""	"91.322"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"30.432"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.675"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-12"	"2638.09"	"kcal/kg"	""	""	"Female"	""	""	"91.322"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"30.432"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.675"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-28"	"2702.19"	"kcal/kg"	""	""	"Male"	""	""	"93.803"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"40.404"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.694"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-28"	"2702.19"	"kcal/kg"	""	""	"Male"	""	""	"93.803"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"40.404"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.694"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-28"	"2702.19"	"kcal/kg"	""	""	"Male"	""	""	"93.803"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"40.404"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.694"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-3"	"2725.28"	"kcal/kg"	""	""	"Female"	""	""	"91.562"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"53.57"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.516"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-3"	"2725.28"	"kcal/kg"	""	""	"Female"	""	""	"91.562"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"53.57"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.516"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-3"	"2725.28"	"kcal/kg"	""	""	"Female"	""	""	"91.562"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"53.57"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.516"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-46"	"2771.15"	"kcal/kg"	""	""	"Male"	""	""	"97.177"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"42.558"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.629"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-46"	"2771.15"	"kcal/kg"	""	""	"Male"	""	""	"97.177"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"42.558"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.629"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-46"	"2771.15"	"kcal/kg"	""	""	"Male"	""	""	"97.177"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"42.558"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.629"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-41"	"2801.97"	"kcal/kg"	""	""	"Male"	""	""	"87.237"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.875"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.619"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
