"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"BT3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"BT3"	"BT3.MS"	"Data transformation"	""	"BT3.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"BT4"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"BT4"	"BT4.MS"	"Data transformation"	""	"BT4.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MB1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MB1"	"MB1.MS"	"Data transformation"	""	"MB1.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MB2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MB2"	"MB2.MS"	"Data transformation"	""	"MB2.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MB3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MB3"	"MB3.MS"	"Data transformation"	""	"MB3.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MB4"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MB4"	"MB4.MS"	"Data transformation"	""	"MB4.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MC1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MC1"	"MC1.MS"	"Data transformation"	""	"MC1.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MC2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MC2"	"MC2.MS"	"Data transformation"	""	"MC2.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MC3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MC3"	"MC3.MS"	"Data transformation"	""	"MC3.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MC4"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MC4"	"MC4.MS"	"Data transformation"	""	"MC4.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MT1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MT1"	"MT1.MS"	"Data transformation"	""	"MT1.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MT2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MT2"	"MT2.MS"	"Data transformation"	""	"MT2.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MT3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MT3"	"MT3.MS"	"Data transformation"	""	"MT3.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MT4"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Agilent 7683 Series Automatic Liquid Sampler"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"45-600 m/z"	"Agilent 5973N MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"MT4"	"MT4.MS"	"Data transformation"	""	"MT4.swx"	"Metabolite identification"	""	"m_automated_derivatisation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
