"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"013014B_18"	"Extraction"	""	"sylilation"	"water_supernatant_A"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"013014B_18"	"013014B_18.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-04"	"Extraction"	""	"sylilation"	"80%_methanol_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-04"	"050214B-04.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-05"	"Extraction"	""	"sylilation"	"100%_methanol_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-05"	"050214B-05.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-06"	"Extraction"	""	"sylilation"	"90%_methanol_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-06"	"050214B-06.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-07"	"Extraction"	""	"sylilation"	"20%_methanol_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-07"	"050214B-07.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-08"	"Extraction"	""	"sylilation"	"30%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-08"	"050214B-08.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-09"	"Extraction"	""	"sylilation"	"40%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-09"	"050214B-09.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-10"	"Extraction"	""	"sylilation"	"50%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-10"	"050214B-10.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-11"	"Extraction"	""	"sylilation"	"60%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-11"	"050214B-11.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-12"	"Extraction"	""	"sylilation"	"70%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-12"	"050214B-12.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-14"	"Extraction"	""	"sylilation"	"90%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-14"	"050214B-14.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050214B-16"	"Extraction"	""	"sylilation"	"water_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050214B-16"	"050214B-16.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-06"	"Extraction"	""	"sylilation"	"80%_acetonitrile_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-06"	"050714B-06.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-07"	"Extraction"	""	"sylilation"	"90%_acetonitrile_pellet_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-07"	"050714B-07.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-09"	"Extraction"	""	"sylilation"	"70%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-09"	"050714B-09.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-10"	"Extraction"	""	"sylilation"	"60%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-10"	"050714B-10.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-11"	"Extraction"	""	"sylilation"	"50%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-11"	"050714B-11.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-12"	"Extraction"	""	"sylilation"	"40%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-12"	"050714B-12.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-13"	"Extraction"	""	"sylilation"	"30%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-13"	"050714B-13.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-14"	"Extraction"	""	"sylilation"	"20%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-14"	"050714B-14.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-15"	"Extraction"	""	"sylilation"	"10%_acetonitrile_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-15"	"050714B-15.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-16"	"Extraction"	""	"sylilation"	"water_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-16"	"050714B-16.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-17"	"Extraction"	""	"sylilation"	"80%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-17"	"050714B-17.CDF"	"Data transformation"	""	"MRSA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"050714B-18"	"Extraction"	""	"sylilation"	"100%_methanol_supernatant_B"	"Chromatography"	"Agilent GC"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"050714B-18"	"050714B-18.CDF"	"Data transformation"	""	"SA_slact1ul.txt"	"Metabolite identification"	""	"m_solvent_fractions_of_an_aqueous_extract_of_yerba_mate_ilex_paraguariensis_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
