"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMP_B1_107"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B1_107"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B1_107"	"SAMP_B1_018.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B2_108"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B2_108"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B2_108"	"SAMP_B1_007.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B3_106"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B3_106"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B3_106"	"SAMP_B2_114.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B4_109"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B4_109"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B4_109"	"SAMP_B2_108.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B5_110"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B5_110"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B5_110"	"SAMP_B2_096.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B6_105"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B6_105"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B6_105"	"SAMP_B2_086.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B7_101"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B7_101"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B7_101"	"SAMP_B2_078.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B8_103"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B8_103"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B8_103"	"SAMP_B2_066.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B9_102"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B9_102"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B9_102"	"SAMP_B2_052.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B10_104"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B10_104"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B10_104"	"SAMP_B2_046.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B1_098"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B1_098"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B1_098"	"SAMP_B2_032.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B2_096"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B2_096"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B2_096"	"SAMP_B2_024.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B3_094"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B3_094"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B3_094"	"SAMP_B2_016.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B4_099"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B4_099"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B4_099"	"SAMP_B2_001.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B5_092"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B5_092"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B5_092"	"SAMP_B3_112.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B6_100"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B6_100"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B6_100"	"SAMP_B3_106.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B7_095"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B7_095"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B7_095"	"SAMP_B3_094.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B8_093"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B8_093"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B8_093"	"SAMP_B3_083.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B9_097"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B9_097"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B9_097"	"SAMP_B3_071.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B10_091"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B10_091"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B10_091"	"SAMP_B3_067.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B1_085"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B1_085"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B1_085"	"SAMP_B3_051.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B2_086"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B2_086"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B2_086"	"SAMP_B3_050.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B3_083"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B3_083"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B3_083"	"SAMP_B3_039.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SAMP_B4_081"	"Extraction"	"Dried samples resuspended in derivatizing agent"	"methoximation/sylilation"	"SAMP_B4_081"	"Chromatography"	"Agilent 7890A GC"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	"10 m DuraGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"SAMP_B4_081"	"SAMP_B3_030.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_tcs-mtcs_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
