"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"080314_05_2"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_2"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_2"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_2.cdf"	"Data transformation"	""	"080314_05_2.txt"	"Metabolite identification"	""	""
"080314_05_2_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_2_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_2_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_2_run02.cdf"	"Data transformation"	""	"080314_05_2_run02.txt"	"Metabolite identification"	""	""
"080314_05_5"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_5"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_5"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_5.cdf"	"Data transformation"	""	"080314_05_5.txt"	"Metabolite identification"	""	""
"080314_05_5_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_5_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_5_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_5_run02.cdf"	"Data transformation"	""	"080314_05_5_run02.txt"	"Metabolite identification"	""	""
"080314_05_8"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_8"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_8"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_8.cdf"	"Data transformation"	""	"080314_05_8.txt"	"Metabolite identification"	""	""
"080314_05_8_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_8_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_8_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_8_run02.cdf"	"Data transformation"	""	"080314_05_8_run02.txt"	"Metabolite identification"	""	""
"080314_05_11"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_11"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_11"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_11.cdf"	"Data transformation"	""	"080314_05_11.txt"	"Metabolite identification"	""	""
"080314_05_11_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_11_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_11_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_11_run02.cdf"	"Data transformation"	""	"080314_05_11_run02.txt"	"Metabolite identification"	""	""
"080314_05_14"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_14"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_14"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_14.cdf"	"Data transformation"	""	"080314_05_14.txt"	"Metabolite identification"	""	""
"080314_05_14_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_05_14_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_05_14_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_05_14_run02.cdf"	"Data transformation"	""	"080314_05_14_run02.txt"	"Metabolite identification"	""	""
"080314_06_1"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_1"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_1"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_1.cdf"	"Data transformation"	""	"080314_06_1.txt"	"Metabolite identification"	""	""
"080314_06_1_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_1_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_1_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_1_run02.cdf"	"Data transformation"	""	"080314_06_1_run02.txt"	"Metabolite identification"	""	""
"080314_06_4"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_4"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_4"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_4.cdf"	"Data transformation"	""	"080314_06_4.txt"	"Metabolite identification"	""	""
"080314_06_4_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_4_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_4_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_4_run02.cdf"	"Data transformation"	""	"080314_06_4_run02.txt"	"Metabolite identification"	""	""
"080314_06_7"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_7"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_7"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_7.cdf"	"Data transformation"	""	"080314_06_7.txt"	"Metabolite identification"	""	""
"080314_06_7_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_7_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_7_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_7_run02.cdf"	"Data transformation"	""	"080314_06_7_run02.txt"	"Metabolite identification"	""	""
"080314_06_10"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_10"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_10"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_10.cdf"	"Data transformation"	""	"080314_06_10.txt"	"Metabolite identification"	""	""
"080314_06_10_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_10_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_10_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_10_run02.cdf"	"Data transformation"	""	"080314_06_10_run02.txt"	"Metabolite identification"	""	""
"080314_06_13"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_13"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_13"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_13.cdf"	"Data transformation"	""	"080314_06_13.txt"	"Metabolite identification"	""	""
"080314_06_13_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_13_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_13_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_13_run02.cdf"	"Data transformation"	""	"080314_06_13_run02.txt"	"Metabolite identification"	""	""
"080314_06_2"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_2"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_2"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_2.cdf"	"Data transformation"	""	"080314_06_2.txt"	"Metabolite identification"	""	""
"080314_06_2_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_2_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_2_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_2_run02.cdf"	"Data transformation"	""	"080314_06_2_run02.txt"	"Metabolite identification"	""	""
"080314_06_5"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_5"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_5"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_5.cdf"	"Data transformation"	""	"080314_06_5.txt"	"Metabolite identification"	""	""
"080314_06_5_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_5_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_5_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_5_run02.cdf"	"Data transformation"	""	"080314_06_5_run02.txt"	"Metabolite identification"	""	""
"080314_06_8"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_8"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_8"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_8.cdf"	"Data transformation"	""	"080314_06_8.txt"	"Metabolite identification"	""	""
"080314_06_8_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_8_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_8_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_8_run02.cdf"	"Data transformation"	""	"080314_06_8_run02.txt"	"Metabolite identification"	""	""
"080314_06_11"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_11"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_11"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_11.cdf"	"Data transformation"	""	"080314_06_11.txt"	"Metabolite identification"	""	""
"080314_06_11_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_11_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_11_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_11_run02.cdf"	"Data transformation"	""	"080314_06_11_run02.txt"	"Metabolite identification"	""	""
"080314_06_14"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_14"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_14"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_14.cdf"	"Data transformation"	""	"080314_06_14.txt"	"Metabolite identification"	""	""
"080314_06_14_run02"	"Extraction"	"20 mg/ml methoxyamine in pyridine"	"sylilation"	"080314_06_14_run02"	"Chromatography"	"Thermo Electron TRACE GC"	""	""	"Thermo Electron AS2000 autosampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"080314_06_14_run02"	""	""	""	"Mass spectrometry"	"positive"	"50-550"	"Thermo Electron PolarisQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole ion trap"	"MS"	""	""	"080314_06_14_run02.cdf"	"Data transformation"	""	"080314_06_14_run02.txt"	"Metabolite identification"	""	""
