"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[cholestasis]"	"Term Source REF"	"Term Accession Number"	"Factor Value[treatment with HLJDD]"	"Term Source REF"	"Term Accession Number"
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLe8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLf8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLg8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLh8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLi8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj1"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj2"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj3"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj4"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj5"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj6"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj7"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BDL"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BDLj8"	"extrahepatic cholestasis"	""	""	"Therapeutic control group"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc1"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc2"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc3"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc4"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc5"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc6"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc7"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDc8"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd1"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd2"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd3"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd4"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd5"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd6"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd7"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDd8"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe1"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe2"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe3"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe4"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe5"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe6"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe7"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDe8"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf1"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf2"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf3"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf4"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf5"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf6"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf7"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDf8"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
"BHD"	"Rattus norvegicus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10116"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"BHDg1"	"extrahepatic cholestasis"	""	""	"Therapeutic Procedure"	""	""
