"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell Type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Peturbation]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time Point]"	"Unit"	"Term Source REF"	"Term Accession Number"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 8hr B"	"cancer cell"	""	""	"control"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 8hr C"	"cancer cell"	""	""	"control"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 24hr A"	"cancer cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 24hr B"	"cancer cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 24hr C"	"cancer cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 48hr A"	"cancer cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 48hr B"	"cancer cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Control 48hr C"	"cancer cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 2hr A"	"cancer cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 2hr B"	"cancer cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 2hr C"	"cancer cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 4hr A"	"cancer cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 4hr B"	"cancer cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 4hr C"	"cancer cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 8hr A"	"cancer cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 8hr B"	"cancer cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 8hr C"	"cancer cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 24hr A"	"cancer cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 24hr B"	"cancer cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 24hr C"	"cancer cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 48hr A"	"cancer cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 48hr B"	"cancer cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC GlucDep 48hr C"	"cancer cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 2hr A"	"cancer cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 2hr B"	"cancer cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 2hr C"	"cancer cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 4hr A"	"cancer cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 4hr B"	"cancer cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 4hr C"	"cancer cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 8hr A"	"cancer cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 8hr B"	"cancer cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 8hr C"	"cancer cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 24hr A"	"cancer cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 24hr B"	"cancer cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 24hr C"	"cancer cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 48hr A"	"cancer cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 48hr B"	"cancer cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Hypoxic 48hr C"	"cancer cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 2hr A"	"cancer cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 2hr B"	"cancer cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 2hr C"	"cancer cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 4hr A"	"cancer cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 4hr B"	"cancer cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 4hr C"	"cancer cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 8hr A"	"cancer cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 8hr B"	"cancer cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 8hr C"	"cancer cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 24hr A"	"cancer cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 24hr B"	"cancer cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 24hr C"	"cancer cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 48hr A"	"cancer cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 48hr B"	"cancer cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCC Ischemic 48hr C"	"cancer cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 0hr A"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 0hr B"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 0hr C"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 2hr A"	"cancer stem cell"	""	""	"control"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 2hr B"	"cancer stem cell"	""	""	"control"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 2hr C"	"cancer stem cell"	""	""	"control"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 4hr A"	"cancer stem cell"	""	""	"control"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
