"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2.WT.D.3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2.WT.D.3"	"2.WT.D.3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"2.WT.D.2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2.WT.D.2"	"2.WT.D.2_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"2.WT.D.n3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2.WT.D.n3"	"2.WT.D.n3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"2.WT.D.1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2.WT.D.1"	"2.WT.D.1_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"2.WT.D.n5"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2.WT.D.n5"	"2.WT.D.n5_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.Control.1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.Control.1"	"4.DM.Control.1_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.Control.2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.Control.2"	"4.DM.Control.2_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.Control.s88"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.Control.s88"	"4.DM.Control.s88_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.Control.3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.Control.3"	"4.DM.Control.3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.Control.s90"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.Control.s90"	"4.DM.Control.s90_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.Control.s156"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.Control.s156"	"4.WT.Control.s156_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.Control.s157"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.Control.s157"	"4.WT.Control.s157_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.Control.1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.Control.1"	"4.WT.Control.1_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.Control.2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.Control.2"	"4.WT.Control.2_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.Control.3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.Control.3"	"4.WT.Control.3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.D.s71"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.D.s71"	"4.DM.D.s71_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.D.1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.D.1"	"4.DM.D.1_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.D.2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.D.2"	"4.DM.D.2_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.D.3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.D.3"	"4.DM.D.3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.DM.D.s75"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.DM.D.s75"	"4.DM.D.s75_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.D.1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.D.1"	"4.WT.D.1_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.D.2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.D.2"	"4.WT.D.2_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.D.3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.D.3"	"4.WT.D.3_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.D.s144"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.D.s144"	"4.WT.D.s144_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
"4.WT.D.s145"	"Extraction"	""	""	""	"Chromatography"	"Agilent 7890A GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"high polarity"	"10 m EZGuard (Agilent Technologies)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"35-800"	"LECO Pegasus HT TOFMS"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"4.WT.D.s145"	"4.WT.D.s145_SL.peg"	"Data transformation"	""	"processedGCMSData.txt"	"Metabolite identification"	""	"m_mtbls355_GC_MS_v2_maf.tsv"
