Sample Name	Protocol REF	Parameter Value[standard volume]	Unit	Term Source REF	Term Accession Number	Parameter Value[sample volume]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Raw Spectral Data File
C-0.1-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot10	unknown	JIC6_Carbon_0.10_Internal_3_1.txt
C-0.1-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot5	unknown	JIC58_Carbon_0.10_External_1_1.txt
C-0.1-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot6	unknown	JIC59_Carbon_0.10_External_2_1.txt
C-0.1-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot7	unknown	JIC60_Carbon_0.10_External_3_1.txt
C-0.1-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot8	unknown	JIC4_Carbon_0.10_Internal_1_1.txt
C-0.1-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.1-aliquot9	unknown	JIC5_Carbon_0.10_Internal_2_1.txt
C-0.2-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot10	unknown	JIC9_Carbon_0.20_Internal_3_1.txt
C-0.2-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot5	unknown	JIC61_Carbon_0.20_External_1_1.txt
C-0.2-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot6	unknown	JIC62_Carbon_0.20_External_2_1.txt
C-0.2-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot7	unknown	JIC63_Carbon_0.20_External_3_1.txt
C-0.2-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot8	unknown	JIC7_Carbon_0.20_Internal_1_1.txt
C-0.2-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	C-0.2-aliquot9	unknown	JIC8_Carbon_0.20_Internal_2_1.txt
E-0.07-aliquot1	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot1	unknown	JIC37_Ethanol_0.07_Internal_1_2.txt
E-0.07-aliquot1	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot1	unknown	JIC37_Ethanol_0.07_Internal_1_1.txt
E-0.07-aliquot1	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot1	unknown	JIC37_Ethanol_0.07_Internal_1_3.txt
E-0.07-aliquot2	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot2	unknown	JIC38_Ethanol_0.07_Internal_2_1.txt
E-0.07-aliquot3	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot3	unknown	JIC39_Ethanol_0.07_Internal_3_1.txt
E-0.07-aliquot4	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot4	unknown	JIC91_Ethanol_0.07_External_1_1.txt
E-0.07-aliquot4	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot4	unknown	JIC91_Ethanol_0.07_External_1_3.txt
E-0.07-aliquot4	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot4	unknown	JIC91_Ethanol_0.07_External_1_2.txt
E-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot5	unknown	JIC92_Ethanol_0.07_External_2_1.txt
E-0.07-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.07-aliquot6	unknown	JIC93_Ethanol_0.07_External_3_1.txt
E-0.1-aliquot1	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot1	unknown	JIC40_Ethanol_0.10_Internal_1_1.txt
E-0.1-aliquot2	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot2	unknown	JIC41_Ethanol_0.10_Internal_2_1.txt
E-0.1-aliquot3	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot3	unknown	JIC42_Ethanol_0.10_Internal_3_1.txt
E-0.1-aliquot4	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot4	unknown	JIC94_Ethanol_0.10_External_1_1.txt
E-0.1-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot5	unknown	JIC95_Ethanol_0.10_External_2_1.txt
E-0.1-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	E-0.1-aliquot6	unknown	JIC96_Ethanol_0.10_External_3_1.txt
G-0.07-aliquot1	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot1	unknown	JIC100_GlucoseO2_0.07_External_1_2.txt
G-0.07-aliquot1	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot1	unknown	JIC100_GlucoseO2_0.07_External_1_1.txt
G-0.07-aliquot2	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot2	unknown	JIC101_GlucoseO2_0.07_External_2_1.txt
G-0.07-aliquot3	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot3	unknown	JIC102_GlucoseO2_0.07_External_3_1.txt
G-0.07-aliquot4	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot4	unknown	JIC46_GlucoseO2_0.07_Internal_1_3.txt
G-0.07-aliquot4	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot4	unknown	JIC46_GlucoseO2_0.07_Internal_1_1.txt
G-0.07-aliquot4	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot4	unknown	JIC46_GlucoseO2_0.07_Internal_1_2.txt
G-0.07-aliquot5	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot5	unknown	JIC47_GlucoseO2_0.07_Internal_2_1.txt
G-0.07-aliquot6	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.07-aliquot6	unknown	JIC48_GlucoseO2_0.07_Internal_3_1.txt
G-0.1-aliquot1	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot1	unknown	JIC103_GlucoseO2_0.10_External_1_1.txt
G-0.1-aliquot2	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot2	unknown	JIC104_GlucoseO2_0.10_External_2_1.txt
G-0.1-aliquot3	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot3	unknown	JIC105_GlucoseO2_0.10_External_3_1.txt
G-0.1-aliquot4	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot4	unknown	JIC49_GlucoseO2_0.10_Internal_1_1.txt
G-0.1-aliquot5	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot5	unknown	JIC50_GlucoseO2_0.10_Internal_2_1.txt
G-0.1-aliquot6	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.1-aliquot6	unknown	JIC51_GlucoseO2_0.10_Internal_3_1.txt
G-0.2-aliquot1	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot1	unknown	JIC106_GlucoseO2_0.20_External_1_1.txt
G-0.2-aliquot2	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot2	unknown	JIC107_GlucoseO2_0.20_External_2_1.txt
G-0.2-aliquot3	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot3	unknown	JIC108_GlucoseO2_0.20_External_3_1.txt
G-0.2-aliquot4	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot4	unknown	JIC52_GlucoseO2_0.20_Internal_1_1.txt
G-0.2-aliquot5	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot5	unknown	JIC53_GlucoseO2_0.20_Internal_2_1.txt
G-0.2-aliquot6	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	G-0.2-aliquot6	unknown	JIC54_GlucoseO2_0.20_Internal_3_1.txt
N-0.07-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot10	unknown	JIC12_Nitrogen_0.07_Internal_3_1.txt
N-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot5	unknown	JIC64_Nitrogen_0.07_External_1_3.txt
N-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot5	unknown	JIC64_Nitrogen_0.07_External_1_1.txt
N-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot5	unknown	JIC64_Nitrogen_0.07_External_1_2.txt
N-0.07-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot6	unknown	JIC65_Nitrogen_0.07_External_2_1.txt
N-0.07-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot7	unknown	JIC66_Nitrogen_0.07_External_3_1.txt
N-0.07-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot8	unknown	JIC10_Nitrogen_0.07_Internal_1_1.txt
N-0.07-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot8	unknown	JIC10_Nitrogen_0.07_Internal_1_2.txt
N-0.07-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot8	unknown	JIC10_Nitrogen_0.07_Internal_1_3.txt
N-0.07-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.07-aliquot9	unknown	JIC11_Nitrogen_0.07_Internal_2_1.txt
N-0.1-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot10	unknown	JIC15_Nitrogen_0.10_Internal_3_1.txt
N-0.1-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot5	unknown	JIC67_Nitrogen_0.10_External_1_1.txt
N-0.1-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot6	unknown	JIC68_Nitrogen_0.10_External_2_1.txt
N-0.1-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot7	unknown	JIC69_Nitrogen_0.10_External_3_1.txt
N-0.1-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot8	unknown	JIC13_Nitrogen_0.10_Internal_1_1.txt
N-0.1-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.1-aliquot9	unknown	JIC14_Nitrogen_0.10_Internal_2_1.txt
N-0.2-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot10	unknown	JIC18_Nitrogen_0.20_Internal_3_1.txt
N-0.2-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot5	unknown	JIC70_Nitrogen_0.20_External_1_1.txt
N-0.2-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot6	unknown	JIC71_Nitrogen_0.20_External_2_1.txt
N-0.2-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot7	unknown	JIC72_Nitrogen_0.20_External_3_1.txt
N-0.2-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot8	unknown	JIC16_Nitrogen_0.20_Internal_1_1.txt
N-0.2-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	N-0.2-aliquot9	unknown	JIC17_Nitrogen_0.20_Internal_2_1.txt
P-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot5	unknown	JIC73_Phosphate_0.07_External_1_1.txt
P-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot5	unknown	JIC75_Phosphate_0.07_External_3_1.txt
P-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot5	unknown	JIC74_Phosphate_0.07_External_2_1.txt
P-0.07-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot6	unknown	JIC73_Phosphate_0.07_External_1_2.txt
P-0.07-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot7	unknown	JIC73_Phosphate_0.07_External_1_3.txt
P-0.07-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot8	unknown	JIC20_Phosphate_0.07_Internal_1_1.txt
P-0.07-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.07-aliquot9	unknown	JIC21_Phosphate_0.07_Internal_2_1.txt
P-0.1-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot10	unknown	JIC24_Phosphate_0.10_Internal_3_1.txt
P-0.1-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot5	unknown	JIC76_Phosphate_0.10_External_1_1.txt
P-0.1-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot6	unknown	JIC77_Phosphate_0.10_External_2_1.txt
P-0.1-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot7	unknown	JIC78_Phosphate_0.10_External_3_1.txt
P-0.1-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot8	unknown	JIC22_Phosphate_0.10_Internal_1_1.txt
P-0.1-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.1-aliquot9	unknown	JIC23_Phosphate_0.10_Internal_2_1.txt
P-0.2-aliquot10	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot10	unknown	JIC27_Phosphate_0.20_Internal_3_1.txt
P-0.2-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot5	unknown	JIC79_Phosphate_0.20_External_1_1.txt
P-0.2-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot6	unknown	JIC80_Phosphate_0.20_External_2_1.txt
P-0.2-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot7	unknown	JIC81_Phosphate_0.20_External_3_1.txt
P-0.2-aliquot8	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot8	unknown	JIC25_Phosphate_0.20_Internal_1_1.txt
P-0.2-aliquot9	metabolite extraction	4	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	200	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	P-0.2-aliquot9	unknown	JIC26_Phosphate_0.20_Internal_2_1.txt
S-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.07-aliquot5	unknown	/Users/eamonnmaguire/Dropbox/Presentation Images
S-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.07-aliquot5	unknown	/Users/eamonnmaguire/Dropbox/Presentations
S-0.07-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.07-aliquot5	unknown	JIC82_Sulphate_0.07_External_1_1.txt
S-0.07-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.07-aliquot6	unknown	/Users/eamonnmaguire/Downloads/sample-data
S-0.07-aliquot7	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.07-aliquot7	unknown	/Users/eamonnmaguire/Dropbox/ISAtab
S-0.1-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.1-aliquot5	unknown	JIC85_Sulphate_0.10_External_1_1.txt
S-0.1-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.1-aliquot6	unknown	JIC86_Sulphate_0.10_External_2_1.txt
S-0.2-aliquot5	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.2-aliquot5	unknown	JIC88_Sulphate_0.20_External_1_1.txt
S-0.2-aliquot6	metabolite extraction	20	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	1000	microliter	UO	http://purl.obolibrary.org/obo/UO_0000101	S-0.2-aliquot6	unknown	JIC89_Sulphate_0.20_External_2_1.txt
