"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[harvesting time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[siRNA]"	"Term Source REF"	"Term Accession Number"
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-10"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-11"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-12"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-13"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-14"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-15"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-16"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-17"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-18"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-19"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-20"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-21"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-22"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-23"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Neg-24"	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"AllStars Negative control "	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-0"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-1"	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-2"	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-3"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-4"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-5"	"10"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-6"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-7"	"14"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-8"	"16"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-9"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-10"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-11"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-12"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-13"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-14"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-15"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-16"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-17"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-18"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-19"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-20"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-21"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-22"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-23"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Bmal-24"	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"BmalI"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-0"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-1"	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-2"	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-3"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-4"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-5"	"10"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-6"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-7"	"14"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-8"	"16"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-9"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-10"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-11"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-12"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-13"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-14"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-15"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-16"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-17"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-18"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-19"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-20"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-21"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-22"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-23"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry1-24"	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry1"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-0"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-1"	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-2"	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-3"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
