"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"100726_F0-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F0-2_NEG"	"100726_F0-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F0-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F0-3_NEG"	"100726_F0-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F12-1_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F12-1_NEG"	"100726_F12-1_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F12-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F12-2_NEG"	"100726_F12-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F12-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F12-3_NEG"	"100726_F12-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F24-1_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F24-1_NEG"	"100726_F24-1_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F24-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F24-2_NEG"	"100726_F24-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F24-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F24-3_NEG"	"100726_F24-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F36-1_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F36-1_NEG"	"100726_F36-1_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F36-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F36-2_NEG"	"100726_F36-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F36-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F36-3_NEG"	"100726_F36-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F48-1_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F48-1_NEG"	"100726_F48-1_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F48-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F48-2_NEG"	"100726_F48-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F48-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F48-3_NEG"	"100726_F48-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F72-1_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F72-1_NEG"	"100726_F72-1_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F72-2_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F72-2_NEG"	"100726_F72-2_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_F72-3_NEG"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_F72-3_NEG"	"100726_F72-3_NEG.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_2_NEG_1"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_2_NEG_1"	"100726_Pool_2_NEG_1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_2_NEG_2"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_2_NEG_2"	"100726_Pool_2_NEG_2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_2_NEG_3"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_2_NEG_3"	"100726_Pool_2_NEG_3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_4_NEG_1"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_4_NEG_1"	"100726_Pool_4_NEG_1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_4_NEG_2"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_4_NEG_2"	"100726_Pool_4_NEG_2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_4_NEG_3"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_4_NEG_3"	"100726_Pool_4_NEG_3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_5_NEG_1"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_5_NEG_1"	"100726_Pool_5_NEG_1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_5_NEG_2"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_5_NEG_2"	"100726_Pool_5_NEG_2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"100726_Pool_5_NEG_3"	"Extraction"	"20 μl of urine in 80 μl of deionized water"	""	""	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	"Online prefilter (Interchim)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"75-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"100726_Pool_5_NEG_3"	"100726_Pool_5_NEG_3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_impact_of_collection_conditions_on_the_urine_metabolome_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
