"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_QCn03"	"NEG_ToF_GreenTea_QCn03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"73"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_QCn04"	"NEG_ToF_GreenTea_QCn04.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"93"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_QCn05"	"NEG_ToF_GreenTea_QCn05.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"113"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_QCn06"	"NEG_ToF_GreenTea_QCn06.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"133"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_QCn07"	"NEG_ToF_GreenTea_QCn07.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"153"	""	""
"GreenTea_Sample01"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S01n02"	"NEG_ToF_GreenTea_S01n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"108"	""	""
"GreenTea_Sample01"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S01n03"	"NEG_ToF_GreenTea_S01n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"143"	""	""
"GreenTea_Sample02"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S02n01"	"NEG_ToF_GreenTea_S02n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"107"	""	""
"GreenTea_Sample02"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S02n02"	"NEG_ToF_GreenTea_S02n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"59"	""	""
"GreenTea_Sample02"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S02n03"	"NEG_ToF_GreenTea_S02n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"96"	""	""
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S03n01"	"NEG_ToF_GreenTea_S03n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"84"	""	""
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S03n02"	"NEG_ToF_GreenTea_S03n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"124"	""	""
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S03n03"	"NEG_ToF_GreenTea_S03n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"150"	""	""
"GreenTea_Sample04"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S04n01"	"NEG_ToF_GreenTea_S04n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"50"	""	""
"GreenTea_Sample04"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S04n02"	"NEG_ToF_GreenTea_S04n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"41"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S05n01"	"NEG_ToF_GreenTea_S05n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"83"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S05n02"	"NEG_ToF_GreenTea_S05n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"119"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S05n03"	"NEG_ToF_GreenTea_S05n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"126"	""	""
"GreenTea_Sample06"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S06n01"	"NEG_ToF_GreenTea_S06n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"68"	""	""
"GreenTea_Sample06"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S06n02"	"NEG_ToF_GreenTea_S06n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"87"	""	""
"GreenTea_Sample06"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S06n03"	"NEG_ToF_GreenTea_S06n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"104"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S07n01"	"NEG_ToF_GreenTea_S07n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"20"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S07n02"	"NEG_ToF_GreenTea_S07n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"136"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S07n03"	"NEG_ToF_GreenTea_S07n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"118"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S08n01"	"NEG_ToF_GreenTea_S08n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"19"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S08n02"	"NEG_ToF_GreenTea_S08n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"66"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_GreenTea_S08n03"	"NEG_ToF_GreenTea_S08n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"57"	""	""
