"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S03n01"	"POS_Orbitrap_GreenTea_S03n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"48"	""	""
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S03n02"	"POS_Orbitrap_GreenTea_S03n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"79"	""	""
"GreenTea_Sample03"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S03n03"	"POS_Orbitrap_GreenTea_S03n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"43"	""	""
"GreenTea_Sample04"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S04n01"	"POS_Orbitrap_GreenTea_S04n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"52"	""	""
"GreenTea_Sample04"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S04n02"	"POS_Orbitrap_GreenTea_S04n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"55"	""	""
"GreenTea_Sample04"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S04n03"	"POS_Orbitrap_GreenTea_S04n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"36"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S05n01"	"POS_Orbitrap_GreenTea_S05n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"53"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S05n02"	"POS_Orbitrap_GreenTea_S05n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"27"	""	""
"GreenTea_Sample05"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S05n03"	"POS_Orbitrap_GreenTea_S05n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"47"	""	""
"GreenTea_Sample06"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S06n02"	"POS_Orbitrap_GreenTea_S06n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"59"	""	""
"GreenTea_Sample06"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S06n03"	"POS_Orbitrap_GreenTea_S06n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"60"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S07n01"	"POS_Orbitrap_GreenTea_S07n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"39"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S07n02"	"POS_Orbitrap_GreenTea_S07n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"62"	""	""
"GreenTea_Sample07"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S07n03"	"POS_Orbitrap_GreenTea_S07n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"81"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S08n01"	"POS_Orbitrap_GreenTea_S08n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"61"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S08n02"	"POS_Orbitrap_GreenTea_S08n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"57"	""	""
"GreenTea_Sample08"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S08n03"	"POS_Orbitrap_GreenTea_S08n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"22"	""	""
"GreenTea_Sample09"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S09n01"	"POS_Orbitrap_GreenTea_S09n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"21"	""	""
"GreenTea_Sample09"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S09n02"	"POS_Orbitrap_GreenTea_S09n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"63"	""	""
"GreenTea_Sample09"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_GreenTea_S09n03"	"POS_Orbitrap_GreenTea_S09n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_POS_ORB_mass_spectrometry_v2_maf.tsv"	"65"	""	""
