"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"Cer_egg"	"Extraction"	""	""	"Cer_egg_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_1-A,5_03_21027"	"Cer_egg_1-A,5_03_21027.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_1-A,5_04_21028"	"Cer_egg_1-A,5_04_21028.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_1-A,5_05_21029"	"Cer_egg_1-A,5_05_21029.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PC"	"Extraction"	""	""	"PC_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_1-A,3_01_21015"	"PC_1-A,3_01_21015.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PC"	"Extraction"	""	""	"PC_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_1-A,3_02_21016"	"PC_1-A,3_02_21016.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PC"	"Extraction"	""	""	"PC_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_1-A,3_03_21017"	"PC_1-A,3_03_21017.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PC"	"Extraction"	""	""	"PC_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_1-A,3_04_21018"	"PC_1-A,3_04_21018.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PC"	"Extraction"	""	""	"PC_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_1-A,3_05_21019"	"PC_1-A,3_05_21019.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_1-A,2_01_21010"	"PE_PG_1-A,2_01_21010.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_1-A,2_02_21011"	"PE_PG_1-A,2_02_21011.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_1-A,2_03_21012"	"PE_PG_1-A,2_03_21012.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_1-A,2_04_21013"	"PE_PG_1-A,2_04_21013.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_1-A,2_05_21014"	"PE_PG_1-A,2_05_21014.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PI"	"Extraction"	""	""	"PI_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_1-A,7_01_21035"	"PI_1-A,7_01_21035.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PI"	"Extraction"	""	""	"PI_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_1-A,7_02_21036"	"PI_1-A,7_02_21036.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PI"	"Extraction"	""	""	"PI_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_1-A,7_03_21037"	"PI_1-A,7_03_21037.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PI"	"Extraction"	""	""	"PI_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_1-A,7_04_21038"	"PI_1-A,7_04_21038.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PI"	"Extraction"	""	""	"PI_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_1-A,7_05_21039"	"PI_1-A,7_05_21039.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PS"	"Extraction"	""	""	"PS_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_1-A,4_01_21020"	"PS_1-A,4_01_21020.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PS"	"Extraction"	""	""	"PS_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_1-A,4_02_21021"	"PS_1-A,4_02_21021.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PS"	"Extraction"	""	""	"PS_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_1-A,4_03_21022"	"PS_1-A,4_03_21022.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PS"	"Extraction"	""	""	"PS_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_1-A,4_04_21023"	"PS_1-A,4_04_21023.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PS"	"Extraction"	""	""	"PS_1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_1-A,4_05_21024"	"PS_1-A,4_05_21024.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_NEG_mass_spectrometry_v2_maf.tsv"	"5"	""	""
