"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"Cer_egg"	"Extraction"	""	""	"Cer_egg_2-A,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_AutoMS_2-A,4_01_18475"	"Cer_egg_AutoMS_2-A,4_01_18475.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_2-A,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_AutoMS_2-A,4_02_18476"	"Cer_egg_AutoMS_2-A,4_02_18476.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_2-A,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_AutoMS_2-A,4_03_18477"	"Cer_egg_AutoMS_2-A,4_03_18477.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_2-A,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_AutoMS_2-A,4_04_18478"	"Cer_egg_AutoMS_2-A,4_04_18478.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"Cer_egg"	"Extraction"	""	""	"Cer_egg_2-A,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Cer_egg_AutoMS_2-A,4_05_18479"	"Cer_egg_AutoMS_2-A,4_05_18479.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PC"	"Extraction"	""	""	"PC_2-B,2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_AutoMS_2-B,2_01_18566"	"PC_AutoMS_2-B,2_01_18566.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PC"	"Extraction"	""	""	"PC_2-B,2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_AutoMS_2-B,2_02_18567"	"PC_AutoMS_2-B,2_02_18567.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PC"	"Extraction"	""	""	"PC_2-B,2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_AutoMS_2-B,2_03_18568"	"PC_AutoMS_2-B,2_03_18568.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PC"	"Extraction"	""	""	"PC_2-B,2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_AutoMS_2-B,2_04_18569"	"PC_AutoMS_2-B,2_04_18569.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PC"	"Extraction"	""	""	"PC_2-B,2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PC_AutoMS_2-B,2_05_18570"	"PC_AutoMS_2-B,2_05_18570.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_2-B,3"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_AutoMS_2-B,3_01_18581"	"PE_PG_AutoMS_2-B,3_01_18581.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_2-B,3"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_AutoMS_2-B,3_02_18582"	"PE_PG_AutoMS_2-B,3_02_18582.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_2-B,3"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_AutoMS_2-B,3_03_18583"	"PE_PG_AutoMS_2-B,3_03_18583.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_2-B,3"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_AutoMS_2-B,3_04_18584"	"PE_PG_AutoMS_2-B,3_04_18584.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PE_PG"	"Extraction"	""	""	"PE_PG_2-B,3"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PE_PG_AutoMS_2-B,3_05_18585"	"PE_PG_AutoMS_2-B,3_05_18585.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PI"	"Extraction"	""	""	"PI_2-A,5"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_AutoMS_2-A,5_01_18490"	"PI_AutoMS_2-A,5_01_18490.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PI"	"Extraction"	""	""	"PI_2-A,5"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_AutoMS_2-A,5_02_18491"	"PI_AutoMS_2-A,5_02_18491.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PI"	"Extraction"	""	""	"PI_2-A,5"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_AutoMS_2-A,5_03_18492"	"PI_AutoMS_2-A,5_03_18492.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PI"	"Extraction"	""	""	"PI_2-A,5"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_AutoMS_2-A,5_04_18493"	"PI_AutoMS_2-A,5_04_18493.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PI"	"Extraction"	""	""	"PI_2-A,5"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PI_AutoMS_2-A,5_05_18494"	"PI_AutoMS_2-A,5_05_18494.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"PS"	"Extraction"	""	""	"PS_2-B,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_AutoMS_2-B,4_01_18596"	"PS_AutoMS_2-B,4_01_18596.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"PS"	"Extraction"	""	""	"PS_2-B,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_AutoMS_2-B,4_02_18597"	"PS_AutoMS_2-B,4_02_18597.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"PS"	"Extraction"	""	""	"PS_2-B,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_AutoMS_2-B,4_03_18598"	"PS_AutoMS_2-B,4_03_18598.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"PS"	"Extraction"	""	""	"PS_2-B,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_AutoMS_2-B,4_04_18599"	"PS_AutoMS_2-B,4_04_18599.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
"PS"	"Extraction"	""	""	"PS_2-B,4"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PS_AutoMS_2-B,4_05_18600"	"PS_AutoMS_2-B,4_05_18600.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"5"	""	""
"TG"	"Extraction"	""	""	"TG_2-A,6"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"TG_AutoMS_2-A,6_01_18505"	"TG_AutoMS_2-A,6_01_18505.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"1"	""	""
"TG"	"Extraction"	""	""	"TG_2-A,6"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"TG_AutoMS_2-A,6_02_18506"	"TG_AutoMS_2-A,6_02_18506.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"2"	""	""
"TG"	"Extraction"	""	""	"TG_2-A,6"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"TG_AutoMS_2-A,6_03_18507"	"TG_AutoMS_2-A,6_03_18507.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"3"	""	""
"TG"	"Extraction"	""	""	"TG_2-A,6"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1500"	"Bruker maXis UHR-ToF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"TG_AutoMS_2-A,6_04_18508"	"TG_AutoMS_2-A,6_04_18508.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls291_POS_mass_spectrometry_v2_maf.tsv"	"4"	""	""
