"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization 2]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"6312if_35"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_35"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_35"	"6312if_35"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_42"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_42"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_42"	"6312if_42"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_48"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_48"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_48"	"6312if_48"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_7"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_7"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_7"	"6312if_7"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_15"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_15"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_15"	"6312if_15"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_22"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_22"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_22"	"6312if_22"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_29"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_29"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_29"	"6312if_29"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_36"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_36"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_36"	"6312if_36"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_43"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_43"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_43"	"6312if_43"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_49"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_49"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_49"	"6312if_49"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_8"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_8"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_8"	"6312if_8"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_16"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_16"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_16"	"6312if_16"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_23"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_23"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_23"	"6312if_23"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_30"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_30"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_30"	"6312if_30"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_37"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_37"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_37"	"6312if_37"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_44"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_44"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_44"	"6312if_44"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_50"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_50"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_50"	"6312if_50"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_9"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_9"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_9"	"6312if_9"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_10"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_10"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_10"	"6312if_10"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_17"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_17"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_17"	"6312if_17"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_24"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_24"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_24"	"6312if_24"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_31"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_31"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_31"	"6312if_31"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_38"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_38"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_38"	"6312if_38"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_45"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_45"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_45"	"6312if_45"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_11"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_11"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_11"	"6312if_11"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_18"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_18"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_18"	"6312if_18"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_25"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_25"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_25"	"6312if_25"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_32"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_32"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_32"	"6312if_32"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
"6312if_39"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6312if_39"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6312if_39"	"6312if_39"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv"
