"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"CON_BASA_677375"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CON_BASA_677375"	"C18_CON_BASA_677375.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"CON_BASA_688344"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CON_BASA_688344"	"C18_CON_BASA_688344.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"CON_BASA_723817"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CON_BASA_723817"	"C18_CON_BASA_723817.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"CON_BASA_736592"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CON_BASA_736592"	"C18_CON_BASA_736592.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_1164621"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_1164621"	"C18_DIA_BASE_1164621.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_630974"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_630974"	"C18_DIA_BASE_630974.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_635799"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_635799"	"C18_DIA_BASE_635799.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_644540"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_644540"	"C18_DIA_BASE_644540.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_687353"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_687353"	"C18_DIA_BASE_687353.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"DIA_BASE_701185"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"DIA_BASE_701185"	"C18_DIA_BASE_701185.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_603628"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_603628"	"C18_PIO_BASE_603628.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_604520"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_604520"	"C18_PIO_BASE_604520.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_649358"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_649358"	"C18_PIO_BASE_649358.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_654139"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_654139"	"C18_PIO_BASE_654139.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_830049"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_830049"	"C18_PIO_BASE_830049.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_BASE_976853"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_BASE_976853"	"C18_PIO_BASE_976853.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_603628"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_603628"	"C18_PIO_18MO_603628.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_604520"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_604520"	"C18_PIO_18MO_604520.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_649358"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_649358"	"C18_PIO_18MO_649358.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_654139"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_654139"	"C18_PIO_18MO_654139.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_830049"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_830049"	"C18_PIO_18MO_830049.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
"PIO_18MO_976853"	"Extraction"	""	"none"	""	"Chromatography"	"Agilent 1290 Infinity UHPLC"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"80-1200"	"Agilent 6550 iFunnel Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"PIO_18MO_976853"	"C18_PIO_18MO_976853.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ibanez_02_RP_LC_mass_spectrometry_v2_maf.tsv"
