"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"020415B-22 M20 Col-0 3pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M20 Col-0 03pm R2"	"020415B-22.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020415B-23 M21 Col-0 3pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M21 Col-0 03pm R3"	"020415B-23.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-03 M25 Col-0 6pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M25 Col-0 06pm R1"	"020515B-03.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-04 M26 Col-0 6pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M26 Col-0 06pm R2"	"020515B-04.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-05 M27 Col-0 6pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M27 Col-0 06pm R3"	"020515B-05.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-09 M31 Col-0 9pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M31 Col-0 09pm R1"	"020515B-09.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-10 M32 Col-0 9pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M32 Col-0 09pm R2"	"020515B-10.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-11 M33 Col-0 9pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M33 Col-0 09pm R3"	"020515B-11.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-15 M37 Col-0 12am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M37 Col-0 12am R1"	"020515B-15.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-16 M38 Col-0 12am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M38 Col-0 12am R2"	"020515B-16.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-17 M39 Col-0 12am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M39 Col-0 12am R3"	"020515B-17.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-21 M43 Col-0 3am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M43 Col-0 03am R1"	"020515B-21.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-22 M44 Col-0 3am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M44 Col-0 03am R2"	"020515B-22.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
"020515B-23 M45 Col-0 3am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"M45 Col-0 03am R3"	"020515B-23.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_arabidopsis_mass_spectrometry_v2_maf.tsv"
