"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"BlackTea_Sample10"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S10n03"	"POS_Orbitrap_BlackTea_S10n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"56"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S11n01"	"POS_Orbitrap_BlackTea_S11n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"77"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S11n02"	"POS_Orbitrap_BlackTea_S11n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"30"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S11n03"	"POS_Orbitrap_BlackTea_S11n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"17"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S12n01"	"POS_Orbitrap_BlackTea_S12n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"66"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S12n02"	"POS_Orbitrap_BlackTea_S12n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"78"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S12n03"	"POS_Orbitrap_BlackTea_S12n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"58"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S13n01"	"POS_Orbitrap_BlackTea_S13n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"54"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S13n02"	"POS_Orbitrap_BlackTea_S13n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"34"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S13n03"	"POS_Orbitrap_BlackTea_S13n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"29"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S14n01"	"POS_Orbitrap_BlackTea_S14n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"45"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S14n02"	"POS_Orbitrap_BlackTea_S14n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"37"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S14n03"	"POS_Orbitrap_BlackTea_S14n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"26"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S15n01"	"POS_Orbitrap_BlackTea_S15n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"71"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S15n02"	"POS_Orbitrap_BlackTea_S15n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"64"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S15n03"	"POS_Orbitrap_BlackTea_S15n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"19"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S16n01"	"POS_Orbitrap_BlackTea_S16n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"46"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S16n02"	"POS_Orbitrap_BlackTea_S16n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"40"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S16n03"	"POS_Orbitrap_BlackTea_S16n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"73"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S17n01"	"POS_Orbitrap_BlackTea_S17n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"41"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S17n02"	"POS_Orbitrap_BlackTea_S17n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"16"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S17n03"	"POS_Orbitrap_BlackTea_S17n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"80"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S18n01"	"POS_Orbitrap_BlackTea_S18n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"42"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S18n02"	"POS_Orbitrap_BlackTea_S18n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"18"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"POS_Orbitrap_BlackTea_S18n03"	"POS_Orbitrap_BlackTea_S18n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_POS_ORB_mass_spectrometry_v2_maf.tsv"	"44"	""	""
