"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"BlackTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_QCn03"	"NEG_ToF_BlackTea_QCn03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"72"	""	""
"BlackTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_QCn04"	"NEG_ToF_BlackTea_QCn04.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"92"	""	""
"BlackTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_QCn05"	"NEG_ToF_BlackTea_QCn05.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"112"	""	""
"BlackTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_QCn06"	"NEG_ToF_BlackTea_QCn06.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"132"	""	""
"BlackTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_QCn07"	"NEG_ToF_BlackTea_QCn07.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"152"	""	""
"BlackTea_Sample10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S10n01"	"NEG_ToF_BlackTea_S10n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"159"	""	""
"BlackTea_Sample10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S10n02"	"NEG_ToF_BlackTea_S10n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"109"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S11n01"	"NEG_ToF_BlackTea_S11n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"45"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S11n02"	"NEG_ToF_BlackTea_S11n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"117"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S11n03"	"NEG_ToF_BlackTea_S11n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"157"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S12n01"	"NEG_ToF_BlackTea_S12n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"80"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S12n02"	"NEG_ToF_BlackTea_S12n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"142"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S12n03"	"NEG_ToF_BlackTea_S12n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"110"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S13n01"	"NEG_ToF_BlackTea_S13n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"28"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S13n02"	"NEG_ToF_BlackTea_S13n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"97"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S13n03"	"NEG_ToF_BlackTea_S13n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"47"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S14n01"	"NEG_ToF_BlackTea_S14n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"40"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S14n02"	"NEG_ToF_BlackTea_S14n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"48"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S14n03"	"NEG_ToF_BlackTea_S14n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"79"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S15n01"	"NEG_ToF_BlackTea_S15n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"156"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S15n02"	"NEG_ToF_BlackTea_S15n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"49"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S15n03"	"NEG_ToF_BlackTea_S15n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"67"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S16n01"	"NEG_ToF_BlackTea_S16n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"149"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S16n02"	"NEG_ToF_BlackTea_S16n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"140"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S16n03"	"NEG_ToF_BlackTea_S16n03.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"121"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S17n01"	"NEG_ToF_BlackTea_S17n01.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"76"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Waters Xevo G2-S Tof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NEG_ToF_BlackTea_S17n02"	"NEG_ToF_BlackTea_S17n02.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_TOF_mass_spectrometry_v2_maf.tsv"	"44"	""	""
