"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S11n01"	"NEG_Orbitrap_BlackTea_S11n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"37"	""	""
"BlackTea_Sample11"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S11n02"	"NEG_Orbitrap_BlackTea_S11n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"25"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S12n01"	"NEG_Orbitrap_BlackTea_S12n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"23"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S12n02"	"NEG_Orbitrap_BlackTea_S12n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"59"	""	""
"BlackTea_Sample12"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S12n03"	"NEG_Orbitrap_BlackTea_S12n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"53"	""	""
"BlackTea_Sample13"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S13n01"	"NEG_Orbitrap_BlackTea_S13n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"71"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S14n01"	"NEG_Orbitrap_BlackTea_S14n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"39"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S14n02"	"NEG_Orbitrap_BlackTea_S14n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"60"	""	""
"BlackTea_Sample14"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S14n03"	"NEG_Orbitrap_BlackTea_S14n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"29"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S15n01"	"NEG_Orbitrap_BlackTea_S15n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"26"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S15n02"	"NEG_Orbitrap_BlackTea_S15n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"36"	""	""
"BlackTea_Sample15"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S15n03"	"NEG_Orbitrap_BlackTea_S15n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"19"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S16n01"	"NEG_Orbitrap_BlackTea_S16n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"27"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S16n02"	"NEG_Orbitrap_BlackTea_S16n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"75"	""	""
"BlackTea_Sample16"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S16n03"	"NEG_Orbitrap_BlackTea_S16n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"17"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S17n01"	"NEG_Orbitrap_BlackTea_S17n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"42"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S17n02"	"NEG_Orbitrap_BlackTea_S17n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"74"	""	""
"BlackTea_Sample17"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S17n03"	"NEG_Orbitrap_BlackTea_S17n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"43"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S18n01"	"NEG_Orbitrap_BlackTea_S18n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"48"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S18n02"	"NEG_Orbitrap_BlackTea_S18n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"65"	""	""
"BlackTea_Sample18"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_BlackTea_S18n03"	"NEG_Orbitrap_BlackTea_S18n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls772_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"77"	""	""
