"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"FD012"	"Extraction"	""	""	"MOT_KT_FD012"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD012"	"FD012.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD013"	"Extraction"	""	""	"MOT_KT_FD013"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD013"	"FD013.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD015"	"Extraction"	""	""	"KUN_KT_FD015"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD015"	"FD015.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD017"	"Extraction"	""	""	"KUN_KT_FD017"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD017"	"FD017.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD018"	"Extraction"	""	""	"KUN_KT_FD018"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD018"	"FD018.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD019"	"Extraction"	""	""	"KUN_KT_FD019"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD019"	"FD019.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD020"	"Extraction"	""	""	"DEL_KT_FD020"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD020"	"FD020.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD021"	"Extraction"	""	""	"DEL_KT_FD021"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD021"	"FD021.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD022"	"Extraction"	""	""	"DEL_KT_FD022"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD022"	"FD022.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD023"	"Extraction"	""	""	"DEL_KT_FD023"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD023"	"FD023.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD024"	"Extraction"	""	""	"DEL_KT_FD024"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD024"	"FD024.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD025"	"Extraction"	""	""	"DEL_KT_FD025"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD025"	"FD025.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD026"	"Extraction"	""	""	"TRG_KT_FD026"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD026"	"FD026.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD027"	"Extraction"	""	""	"TRG_KT_FD027"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD027"	"FD027.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD028"	"Extraction"	""	""	"TRG_KT_FD028"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD028"	"FD028.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD029"	"Extraction"	""	""	"TRG_KT_FD029"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD029"	"FD029.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD030"	"Extraction"	""	""	"TRG_KT_FD030"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD030"	"FD030.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD031"	"Extraction"	""	""	"TRG_KT_FD031"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD031"	"FD031.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD032"	"Extraction"	""	""	"TRG_SU_FD032"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD032"	"FD032.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD033"	"Extraction"	""	""	"TRG_SU_FD033"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD033"	"FD033.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD034"	"Extraction"	""	""	"TRG_SU_FD034"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD034"	"FD034.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD035"	"Extraction"	""	""	"TRG_SU_FD035"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD035"	"FD035.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD036"	"Extraction"	""	""	"TRG_SU_FD036"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD036"	"FD036.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"FD037"	"Extraction"	""	""	"TRG_SU_FD037"	"Chromatography"	"Waters ACQUITY UPLC system and PDA detector"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Waters LCT Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FD037"	"FD037.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_ficus_metabolomics_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
