"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization 2]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"6265if_35"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_35"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_35"	"6265if_35"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_12"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_12"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_12"	"6265if_12"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_17"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_17"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_17"	"6265if_17"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_22"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_22"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_22"	"6265if_22"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_27"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_27"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_27"	"6265if_27"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_32"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_32"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_32"	"6265if_32"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_36"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_36"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_36"	"6265if_36"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_13"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_13"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_13"	"6265if_13"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_18"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_18"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_18"	"6265if_18"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_23"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_23"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_23"	"6265if_23"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_28"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_28"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_28"	"6265if_28"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_33"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_33"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_33"	"6265if_33"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_14"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_14"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_14"	"6265if_14"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_19"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_19"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_19"	"6265if_19"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_24"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_24"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_24"	"6265if_24"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_29"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_29"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_29"	"6265if_29"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_34"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_34"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_34"	"6265if_34"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
"6265if_37"	"Extraction"	""	"methoxyamination"	""	""	"trimethylsilylation"	""	""	"6265if_37"	"Chromatography"	"Agilent 6890N GC"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian) and 10 m EZGuard (Varian)"	"low polarity"	"N/A"	"no label"	""	""	"Mass spectrometry"	"positive"	"70–600"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"6265if_37"	"6265if_37"	"Data transformation"	""	""	"Metabolite identification"	""	"m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv"
