"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"29H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"29H_1"	"29H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"29H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"30H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"30H_1"	"30H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"30H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"31H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"31H_1"	"31H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"31H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"32H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"32H_1"	"32H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"32H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"33H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"33H_1"	"33H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"33H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"34H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"34H_1"	"34H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"34H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"35H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"35H_1"	"35H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"35H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"36H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"36H_1"	"36H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"36H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"37H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"37H_1"	"37H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"37H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"38H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"38H_1"	"38H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"38H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"39H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"39H_1"	"39H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"39H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"40H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"40H_1"	"40H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"40H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"41H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"41H_1"	"41H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"41H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"42H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"42H_1"	"42H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"42H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"43H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"43H_1"	"43H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"43H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"44H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"44H_1"	"44H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"44H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"45H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"45H_1"	"45H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"45H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"46H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"46H_1"	"46H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"46H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"47H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"47H_1"	"47H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"47H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"48H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"48H_1"	"48H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"48H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"97H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"97H_1"	"97H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"97H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"98H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"98H_1"	"98H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"98H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"99H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"99H_1"	"99H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"99H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"100H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"100H_1"	"100H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"100H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
"101H_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"101H_1"	"101H_1.CDF"	"Data transformation"	"13C host 12c samples batch.xlsx"	"101H_1.CDF"	"Metabolite identification"	""	"m_mtbls538_coral_mass_spectrometry_v2_maf.tsv"
